Sample_ID,extraction_ID,PMEL_ID,collection_year,collection_month,collection_day,location1,location2,location3,longitude,latitude,sample_type,depth,sample_volume_liters,sample_collect_device,filter_type,filter_size_micrometer,filter_preservation,preservation_volume_milliliters,time_of_day,project,collected_by,extraction_by,extraction_date,extraction_kit,plate_or_vial,longmire_volume_input_microliter,elution_volume_microliters,extraction_plate_ID,extraction_well_ID
e04193_A,e04193,E1970,2023,9,24,DBO_4.6n,DBO_4,NA,-162.1568333,71.85005,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C12
e04194_A,e04194,E1971,2023,9,26,IC_11,IC,NA,-162.4907667,70.57966667,sample,34.2,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D12
e04195_A,e04195,E1972,2023,9,26,IC_11,IC,NA,-162.4907667,70.57966667,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E12
e04196_A,e04196,E1973,2023,9,26,IC_10,IC,NA,-162.8565,70.7172,sample,37.1,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F12
PC34_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC34_A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e04103_B,e04103,E1880,2023,9,14,DBO_1.1,DBO_1,NA,-175.0599833,62.01003333,sample,74.2,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A1
e04104_B,e04104,E1881,2023,9,14,DBO_1.1,DBO_1,NA,-175.0599833,62.01003333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B1
e04105_B,e04105,E1882,2023,9,14,DBO_1.1,DBO_1,NA,-175.0599833,62.01003333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C1
e04106_B,e04106,E1883,2023,9,14,DBO_1.2,DBO_1,NA,-175.21135,62.0504,sample,75,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D1
e04107_B,e04107,E1884,2023,9,14,DBO_1.2,DBO_1,NA,-175.21135,62.0504,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E1
e04108_B,e04108,E1885,2023,9,14,DBO_1.2,DBO_1,NA,-175.21135,62.0504,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F1
e04109_B,e04109,E1886,2023,9,15,DBO_1.4,DBO_1,NA,-174.57,62.39,sample,66.2,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,G1
e04110_B,e04110,E1887,2023,9,15,DBO_1.4,DBO_1,NA,-174.57,62.39,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,H1
e04111_B,e04111,E1888,2023,9,15,DBO_1.4,DBO_1,NA,-174.57,62.39,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A2
e04112_B,e04112,E1889,2023,9,15,DBO_1.6,DBO_1,NA,-173.55,62.56,sample,61,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B2
e04113_B,e04113,E1890,2023,9,15,DBO_1.6,DBO_1,NA,-173.55,62.56,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C2
e04114_B,e04114,E1891,2023,9,15,DBO_1.6,DBO_1,NA,-173.55,62.56,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D2
e04115_B,e04115,E1892,2023,9,16,DBO_1.8,DBO_1,NA,-173.46,63.03,sample,66,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E2
e04116_B,e04116,E1893,2023,9,16,DBO_1.8,DBO_1,NA,-173.46,63.03,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F2
e04117_B,e04117,E1894,2023,9,16,DBO_1.8,DBO_1,NA,-173.46,63.03,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,G2
e04118_B,e04118,E1895,2023,9,16,DBO2.0a,DBO_2,NA,-170.2623333,64.67166667,sample,41,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,H2
e04119_B,e04119,E1896,2023,9,16,DBO2.0a,DBO_2,NA,-170.2623333,64.67166667,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A3
e04120_B,e04120,E1897,2023,9,16,DBO2.0a,DBO_2,NA,-170.2623333,64.67166667,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B3
e04121_B,e04121,E1898,2023,9,17,DBO_2.1,DBO_2,NA,-169.92,64.67,sample,41,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C3
e04122_B,e04122,E1899,2023,9,17,DBO_2.1,DBO_2,NA,-169.92,64.67,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D3
e04123_B,e04123,E1900,2023,9,17,DBO_2.1,DBO_2,NA,-169.92,64.67,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E3
e04124_B,e04124,E1901,2023,9,17,DBO_2.2,DBO_2,NA,-169.1,64.68,sample,40,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F3
e04125_B,e04125,E1902,2023,9,17,DBO_2.2,DBO_2,NA,-169.1,64.68,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,G3
e04126_B,e04126,E1903,2023,9,17,DBO_2.2,DBO_2,NA,-169.1,64.68,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,H3
e04127_B,e04127,E1904,2023,9,17,DBO_2.3,DBO_2,NA,-168.235,64.67,sample,33,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A4
e04128_B,e04128,E1905,2023,9,17,DBO_2.3,DBO_2,NA,-168.235,64.67,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B4
e04129_B,e04129,E1906,2023,9,17,DBO_2.7,DBO_2,NA,-168.2220833,65,sample,40,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C4
e04130_B,e04130,E1907,2023,9,17,DBO_2.7,DBO_2,NA,-168.2220833,65,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D4
e04131_B,e04131,E1908,2023,9,17,DBO_2.7,DBO_2,NA,-168.2220833,65,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E4
e04132_B,e04132,E1909,2023,9,17,DBO_2.5,DBO_2,NA,-169.4873333,64.9745,sample,43,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F4
e04133_B,e04133,E1910,2023,9,17,DBO_2.5,DBO_2,NA,-169.4873333,64.9745,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,G4
e04134_B,e04134,E1911,2023,9,17,DBO_2.5,DBO_2,NA,-169.4873333,64.9745,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_08,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,H4
e04135_B,e04135,E1912,2023,9,17,DBO_2.4,DBO_2,NA,-169.886,64.96166667,sample,42,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A5
e04136_B,e04136,E1913,2023,9,17,DBO_2.4,DBO_2,NA,-169.886,64.96166667,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B5
e04137_B,e04137,E1914,2023,9,17,DBO_2.4,DBO_2,NA,-169.886,64.96166667,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C5
e04138_B,e04138,E1915,2023,9,20,DBO_5.1,DBO_5,NA,-157.1642333,71.24685,sample,41.1,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D5
e04139_B,e04139,E1916,2023,9,20,DBO_5.1,DBO_5,NA,-157.1642333,71.24685,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E5
e04140_B,e04140,E1917,2023,9,20,DBO_5.1,DBO_5,NA,-157.1642333,71.24685,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F5
e04141_B,e04141,E1918,2023,9,20,DBO_5.2,DBO_5,NA,-157.2458167,71.28766667,sample,51,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,G5
e04142_B,e04142,E1919,2023,9,20,DBO_5.2,DBO_5,NA,-157.2458167,71.28766667,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,H5
e04143_B,e04143,E1920,2023,9,20,DBO_5.2,DBO_5,NA,-157.2458167,71.28766667,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A6
e04144_B,e04144,E1921,2023,9,20,DBO_5.3,DBO_5,NA,-157.3316667,71.32995,sample,85,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B6
e04145_B,e04145,E1922,2023,9,20,DBO_5.3,DBO_5,NA,-157.3316667,71.32995,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C6
e04146_B,e04146,E1923,2023,9,20,DBO_5.3,DBO_5,NA,-157.3316667,71.32995,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D6
e04147_B,e04147,E1924,2023,9,20,DBO_5.4,DBO_5,NA,-157.4143333,71.372,sample,106,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E6
e04148_B,e04148,E1925,2023,9,20,DBO_5.4,DBO_5,NA,-157.4143333,71.372,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F6
e04149_B,e04149,E1926,2023,9,20,DBO_5.4,DBO_5,NA,-157.4143333,71.372,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_25,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,G6
e04150_B,e04150,E1927,2023,9,20,DBO_5.5,DBO_5,NA,-157.4943833,71.40903333,sample,120,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,H6
e04151_B,e04151,E1928,2023,9,20,DBO_5.5,DBO_5,NA,-157.4943833,71.40903333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A7
e04152_B,e04152,E1929,2023,9,20,DBO_5.5,DBO_5,NA,-157.4943833,71.40903333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B7
e04153_B,e04153,E1930,2023,9,20,DBO_5.6,DBO_5,NA,-157.583,71.455,sample,104,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C7
e04154_B,e04154,E1931,2023,9,20,DBO_5.6,DBO_5,NA,-157.583,71.455,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D7
e04155_B,e04155,E1932,2023,9,20,DBO_5.6,DBO_5,NA,-157.583,71.455,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E7
e04156_B,e04156,E1933,2023,9,21,DBO_5.7,DBO_5,NA,-157.672,71.5,sample,76,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F7
e04157_B,e04157,E1934,2023,9,21,DBO_5.7,DBO_5,NA,-157.672,71.5,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,G7
e04158_B,e04158,E1935,2023,9,21,DBO_5.7,DBO_5,NA,-157.672,71.5,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,H7
e04159_B,e04159,E1936,2023,9,21,DBO_5.8,DBO_5,NA,-157.753,71.537,sample,65.5,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A8
e04160_B,e04160,E1937,2023,9,21,DBO_5.8,DBO_5,NA,-157.753,71.537,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B8
e04161_B,e04161,E1938,2023,9,21,DBO_5.8,DBO_5,NA,-157.753,71.537,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C8
e04162_B,e04162,E1939,2023,9,21,DBO_5.9,DBO_5,NA,-157.838,71.578,sample,59.5,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D8
e04163_B,e04163,E1940,2023,9,21,DBO_5.9,DBO_5,NA,-157.838,71.578,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E8
e04164_B,e04164,E1941,2023,9,21,DBO_5.9,DBO_5,NA,-157.838,71.578,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_21,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F8
e04165_B,e04165,E1942,2023,9,21,DBO_5.10,DBO_5,NA,-157.925,71.62,sample,57,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,G8
e04166_B,e04166,E1943,2023,9,21,DBO_5.10,DBO_5,NA,-157.925,71.62,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,H8
e04167_B,e04167,E1944,2023,9,21,DBO_5.10,DBO_5,NA,-157.925,71.62,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A9
e04168_B,e04168,E1945,2023,9,21,BF2,BF2,NA,-154.46115,71.75125,sample,79,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B9
e04169_B,e04169,E1946,2023,9,21,BF2,BF2,NA,-154.46115,71.75125,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C9
e04170_B,e04170,E1947,2023,9,21,BF2,BF2,NA,-154.46115,71.75125,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D9
e04171_B,e04171,E1948,2023,9,22,CK9,CK9,NA,-156.55,72.46666667,sample,993,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E9
e04172_B,e04172,E1949,2023,9,22,CK9,CK9,NA,-156.55,72.46666667,sample,505,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_07,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F9
e04173_B,e04173,E1950,2023,9,22,CK9,CK9,NA,-156.55,72.46666667,sample,100,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_17,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,G9
e04174_B,e04174,E1951,2023,9,22,CK9,CK9,NA,-156.55,72.46666667,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_17,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,H9
e04175_B,e04175,E1952,2023,9,22,CK9,CK9,NA,-156.55,72.46666667,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_17,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A10
e04176_B,e04176,E1953,2023,9,23,DBO_4.1n,DBO_4,NA,-160.27,71.194,sample,49.2,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_17,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B10
e04177_B,e04177,E1954,2023,9,23,DBO_4.1n,DBO_4,NA,-160.27,71.194,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_17,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C10
e04178_B,e04178,E1955,2023,9,23,DBO_4.1n,DBO_4,NA,-160.27,71.194,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_17,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D10
e04179_B,e04179,E1956,2023,9,23,DBO_4.2n,DBO_4,NA,-160.6515,71.32183333,sample,43.2,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E10
e04180_B,e04180,E1957,2023,9,23,DBO_4.2n,DBO_4,NA,-160.6515,71.32183333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F10
e04181_B,e04181,E1958,2023,9,23,DBO_4.2n,DBO_4,NA,-160.6515,71.32183333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_17,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,G10
e04182_B,e04182,E1959,2023,9,23,DBO_4.3n,DBO_4,NA,-161.03895,71.45425,sample,42.1,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,H10
e04183_B,e04183,E1960,2023,9,23,DBO_4.3n,DBO_4,NA,-161.03895,71.45425,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,A11
e04184_B,e04184,E1961,2023,9,23,DBO_4.3n,DBO_4,NA,-161.03895,71.45425,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,B11
e04185_B,e04185,E1962,2023,9,24,DBO_4.4n,DBO_4,NA,-161.402,71.588,sample,42.4,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,C11
e04186_B,e04186,E1963,2023,9,24,DBO_4.4n,DBO_4,NA,-161.402,71.588,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,D11
e04187_B,e04187,E1964,2023,9,24,DBO_4.4n,DBO_4,NA,-161.402,71.588,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,E11
e04188_B,e04188,E1965,2023,9,24,DBO_4.5n,DBO_4,NA,-161.774,71.72,sample,38.2,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,,DBO,Matt Galaska,KL,2024_05_15,Qiagen DNeasy Blood and Tissue w/ EconoSpin column,vial,NA,100,34_2024,F11
